Ticker,Company,Sector,Industry,Country,Volume,Price,stak score
MBI,MBIA Inc.,Financial,Property & Casualty Insurance,USA,798303,9.2,-0.27399999999999997
MBII,"Marrone Bio Innovations, Inc.",Basic Materials,Agricultural Chemicals,USA,164361,1.5,0.172
MBIO,"Mustang Bio, Inc.",Healthcare,Biotechnology,USA,244138,3.37,0.252
MBOT,Microbot Medical Inc.,Healthcare,Medical Instruments & Supplies,USA,18229,4.92,0.716
MBRX,"Moleculin Biotech, Inc.",Healthcare,Biotechnology,USA,812544,1.33,-0.495
MBSD,FlexShares Disciplined Duration MBS Index Fund,Financial,Exchange Traded Fund,USA,4547,23.46,-0.005
MBT,Mobile TeleSystems Public Joint Stock Company.,Technology,Wireless Communications,Russia,3486545,9.1,0.456
MBTF,MBT Financial Corp.,Financial,Regional - Northeast Banks,USA,156521,9.95,0.659
MBUU,"Malibu Boats, Inc.",Consumer Goods,"Recreational Goods, Other",USA,143888,37.95,0.519
MBWM,Mercantile Bank Corporation,Financial,Regional - Midwest Banks,USA,38029,31.84,0.055
MC,Moelis & Company,Financial,Asset Management,USA,578769,34.98,0.722
MCA,"BlackRock MuniYield California Quality Fund, Inc.",Financial,Closed-End Fund - Debt,USA,69823,14.22,0.205
MCB,Metropolitan Bank Holding Corp.,Financial,Regional - Northeast Banks,USA,8779,41.91,0.027999999999999997
MCBC,Macatawa Bank Corporation,Financial,Regional - Midwest Banks,USA,29901,10.15,0.46
MCC,Medley Capital Corporation,Financial,Closed-End Fund - Equity,USA,140534,2.38,-0.133
MCD,McDonald's Corporation,Services,Restaurants,USA,2138250,205.12,0.09300000000000001
MCEF,First Trust Municipal CEF Income Opportunity ETF,Financial,Exchange Traded Fund,USA,4473,18.9,0.17600000000000002
MCEP,"Mid-Con Energy Partners, LP",Basic Materials,Independent Oil & Gas,USA,251531,0.54,0.024
MCF,Contango Oil & Gas Company,Basic Materials,Independent Oil & Gas,USA,137927,1.92,0.026000000000000002
MCFT,"MasterCraft Boat Holdings, Inc.",Consumer Goods,Recreational Vehicles,USA,219442,21.23,0.028999999999999998
MCHI,iShares MSCI China ETF,Financial,Exchange Traded Fund,USA,3884586,59.33,0.445
MCHP,Microchip Technology Incorporated,Technology,Semiconductor - Broad Line,USA,1612193,85.58,-0.255
MCHX,"Marchex, Inc.",Services,Marketing Services,USA,107353,4.51,0.20800000000000002
MCI,Barings Corporate Investors,Financial,Closed-End Fund - Debt,USA,13456,15.59,0.19399999999999998
MCK,McKesson Corporation,Services,Drugs Wholesale,USA,1058534,134.45,-0.005
MCN,Madison Covered Call & Equity Strategy Fund,Financial,Closed-End Fund - Equity,USA,73491,6.48,0.551
MCO,Moody's Corporation,Services,Business Services,USA,1879375,197.35,0.185
MCR,MFS Charter Income Trust,Financial,Closed-End Fund - Debt,USA,70587,8.11,0.127
MCRB,"Seres Therapeutics, Inc.",Healthcare,Biotechnology,USA,475486,2.67,-0.624
MCRI,"Monarch Casino & Resort, Inc.",Services,Resorts & Casinos,USA,38657,42.89,0.05
MCRN,Milacron Holdings Corp.,Industrial Goods,Diversified Machinery,USA,317815,13.35,0.872
MCRO,IQ Hedge Macro Tracker ETF,Financial,Exchange Traded Fund,USA,0,26.15,-0.04
MCS,The Marcus Corporation,Services,Entertainment - Diversified,USA,154515,34.45,0.22899999999999998
MCY,Mercury General Corporation,Financial,Property & Casualty Insurance,USA,188149,61.38,-0.491
MD,"MEDNAX, Inc.",Healthcare,Specialized Health Services,USA,2739726,23.81,0.203
MDB,"MongoDB, Inc.",Technology,Application Software,USA,1141674,173.74,0.54
MDC,"M.D.C. Holdings, Inc.",Industrial Goods,Residential Construction,USA,344773,33.34,-0.424
MDCA,MDC Partners Inc.,Services,Marketing Services,Canada,234875,2.7,0.273
MDCO,The Medicines Company,Healthcare,Drugs - Generic,USA,1865287,35.84,0.231
MDGL,"Madrigal Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,132675,105.56,-0.5329999999999999
MDGS,Medigus Ltd.,Healthcare,Medical Appliances & Equipment,Israel,6197,2.5,-0.134
MDIV,First Trust Multi-Asset Diversified Income Index Fund,Financial,Exchange Traded Fund,USA,93382,18.58,0.5920000000000001
MDJH,MDJM Ltd.,Financial,Property Management,China,4789,2.65,-0.055
MDLY,Medley Management Inc.,Financial,Asset Management,USA,2881,2.55,-0.27899999999999997
MDLZ,"Mondelez International, Inc.",Consumer Goods,Confectioners,USA,6942488,55.46,-0.43200000000000005
MDP,Meredith Corporation,Services,Publishing - Periodicals,USA,271027,54.22,-0.331
MDR,"McDermott International, Inc.",Basic Materials,Oil & Gas Equipment & Services,USA,3918480,8.21,-0.524
MDRX,"Allscripts Healthcare Solutions, Inc.",Technology,Application Software,USA,3240301,11.2,-0.09699999999999999
MDSO,"Medidata Solutions, Inc.",Technology,Healthcare Information Services,USA,1716692,91.01,-0.76
MDT,Medtronic plc,Healthcare,Medical Appliances & Equipment,USA,4734277,99.26,0.26
MDU,"MDU Resources Group, Inc.",Industrial Goods,General Building Materials,USA,1014588,26.19,-0.06
MDWD,MediWound Ltd.,Healthcare,Biotechnology,Israel,29761,3.56,-0.25
MDXG,"MiMedx Group, Inc.",Healthcare,Medical Appliances & Equipment,USA,179961,4.69,0.447
MDY,SPDR S&P MidCap 400 ETF,Financial,Exchange Traded Fund,USA,1033513,354.31,-0.106
MDYG,SPDR S&P 400 Mid Cap Growth ETF,Financial,Exchange Traded Fund,USA,67029,54.49,-0.611
MDYV,SPDR S&P 400 Mid Cap Value ETF,Financial,Exchange Traded Fund,USA,55960,51.17,0.079
MEAR,iShares Short Maturity Municipal Bond ETF,Financial,Exchange Traded Fund,USA,18011,50.12,-0.39799999999999996
MEC,"Mayville Engineering Company, Inc.",Industrial Goods,Metal Fabrication,USA,82534,14.97,0.14300000000000002
MED,"Medifast, Inc.",Services,"Specialty Retail, Other",USA,260489,129.2,-0.256
MEDP,"Medpace Holdings, Inc.",Healthcare,Medical Laboratories & Research,USA,289609,61.3,-0.39899999999999997
MEET,"The Meet Group, Inc.",Technology,Internet Information Providers,USA,986251,3.49,0.228
MEI,"Methode Electronics, Inc.",Technology,Diversified Electronics,USA,638165,26.99,-0.301
MEIP,"MEI Pharma, Inc.",Healthcare,Drug Manufacturers - Other,USA,202480,2.54,0.483
MELI,"MercadoLibre, Inc.",Services,Catalog & Mail Order Houses,Argentina,580233,636.44,0.201
MELR,"Melrose Bancorp, Inc.",Financial,Regional - Northeast Banks,USA,772,18.02,-0.063
MEN,"BlackRock MuniEnhanced Fund, Inc.",Financial,Closed-End Fund - Debt,USA,122115,10.97,0.07400000000000001
MEOH,Methanex Corporation,Basic Materials,Specialty Chemicals,Canada,489505,46.6,0.092
MERC,Mercer International Inc.,Consumer Goods,Paper & Paper Products,Canada,240086,15.2,-0.187
MESA,"Mesa Air Group, Inc.",Services,Major Airlines,USA,247294,10.87,-0.21100000000000002
MESO,Mesoblast Limited,Healthcare,Biotechnology,Australia,20804,4.67,-0.027999999999999997
MET,"MetLife, Inc.",Financial,Life Insurance,USA,3931499,49.36,0.10800000000000001
METC,"Ramaco Resources, Inc.",Basic Materials,Industrial Metals & Minerals,USA,72483,5.15,-0.26
MEXX,Direxion Daily MSCI Mexico Bull 3X Shares Direxion Daily MSCI Mexico Bull 3,Financial,Exchange Traded Fund,USA,52584,11.85,0.094
MFA,"MFA Financial, Inc.",Financial,REIT - Diversified,USA,2155619,7.21,-0.128
MFAC,Megalith Financial Acquisition Corp.,Financial,Asset Management,USA,0,10.05,0.6629999999999999
MFC,Manulife Financial Corporation,Financial,Life Insurance,Canada,1295787,18.14,-0.568
MFD,Macquarie/First Trust Global Infrastructure/Utilities Dividend & Income Fund,Financial,Closed-End Fund - Equity,USA,62363,10.51,0.0
MFDX,PIMCO RAFI Dynamic Multi-Factor International Equity ETF,Financial,Exchange Traded Fund,USA,27794,25.07,0.6629999999999999
MFEM,PIMCO RAFI Dynamic Multi-Factor Emerging Markets Equity ETF,Financial,Exchange Traded Fund,USA,31166,24.23,0.042
MFG,"Mizuho Financial Group, Inc.",Financial,Foreign Regional Banks,Japan,958374,2.82,0.503
MFGP,Micro Focus International plc,Technology,Application Software,United Kingdom,337412,25.51,0.175
MFIN,Medallion Financial Corp.,Financial,Credit Services,USA,138976,6.52,-0.026000000000000002
MFL,BlackRock MuniHoldings Investment Quality Fund,Financial,Closed-End Fund - Debt,USA,194570,13.23,-0.185
MFM,MFS Municipal Income Trust,Financial,Closed-End Fund - Debt,USA,65624,6.94,-0.192
MFMS,MFAM Small-Cap Growth ETF,Financial,Exchange Traded Fund,USA,15860,24.07,0.122
MFNC,Mackinac Financial Corporation,Financial,Regional - Southwest  Banks,USA,10162,15.97,0.353
MFSF,"MutualFirst Financial, Inc.",Financial,Regional - Midwest Banks,USA,2793,31.49,0.883
MFT,BlackRock MuniYield Investment Quality Fund,Financial,Closed-End Fund - Debt,USA,12965,13.96,-0.205
MFUS,PIMCO RAFI Dynamic Multi-Factor U.S. Equity ETF,Financial,Exchange Traded Fund,USA,18154,29.37,0.316
MFV,MFS Special Value Trust,Financial,Closed-End Fund - Debt,USA,2373,5.71,0.727
MG,"Mistras Group, Inc.",Services,Security & Protection Services,USA,51326,14.05,0.067
MGA,Magna International Inc.,Services,Auto Parts Wholesale,Canada,1106958,48.84,-0.578
MGC,Vanguard Mega Cap Index Fund ETF Shares,Financial,Exchange Traded Fund,USA,44452,102.34,-0.41100000000000003
MGEE,"MGE Energy, Inc.",Utilities,Diversified Utilities,USA,65857,71.05,-0.317
MGEN,"Miragen Therapeutics, Inc.",Healthcare,Medical Laboratories & Research,USA,133082,2.37,0.31
MGF,MFS Government Markets Income Trust,Financial,Closed-End Fund - Debt,USA,35183,4.62,0.064
MGI,"MoneyGram International, Inc.",Financial,Credit Services,USA,7234669,2.67,-0.802
MGIC,Magic Software Enterprises Ltd.,Technology,Application Software,Israel,19308,8.61,0.204
MGK,Vanguard Mega Cap Growth Index Fund ETF Shares,Financial,Exchange Traded Fund,USA,127873,131.22,-0.429
MGLN,"Magellan Health, Inc.",Healthcare,Health Care Plans,USA,209135,66.48,-0.311
MGM,MGM Resorts International,Services,Resorts & Casinos,USA,5370796,28.01,-0.245
MGNX,"MacroGenics, Inc.",Healthcare,Biotechnology,USA,393409,16.38,0.133
MGP,MGM Growth Properties LLC,Financial,REIT - Hotel/Motel,USA,740131,32.05,0.047
MGPI,"MGP Ingredients, Inc.",Consumer Goods,Beverages - Wineries & Distillers,USA,141669,65.77,-0.722
MGRC,McGrath RentCorp,Services,Rental & Leasing Services,USA,93539,61.59,-0.094
MGTA,"Magenta Therapeutics, Inc.",Healthcare,Biotechnology,USA,75258,14.94,-0.318
MGTX,MeiraGTx Holdings plc,Healthcare,Biotechnology,USA,178016,20.9,-0.07400000000000001
MGU,Macquarie Global Infrastructure Total Return Fund Inc.,Financial,Closed-End Fund - Foreign,USA,66745,24.27,0.856
MGV,Vanguard Mega Cap Value Index Fund ETF Shares,Financial,Exchange Traded Fund,USA,70012,81.11,0.04
MGY,Magnolia Oil & Gas Corporation,Basic Materials,Independent Oil & Gas,USA,1249196,11.58,-0.373
MHD,"BlackRock MuniHoldings Fund, Inc.",Financial,Closed-End Fund - Debt,USA,16560,16.75,-0.11900000000000001
MHE,BlackRock Massachusetts Tax-Exempt Trust,Financial,Asset Management,USA,12371,13.0,0.25
MHF,Western Asset Municipal High Income Fund Inc.,Financial,Closed-End Fund - Debt,USA,26818,7.49,-0.085
MHH,"Mastech Digital, Inc.",Services,Staffing & Outsourcing Services,USA,14103,4.94,-0.23399999999999999
MHI,Pioneer Municipal High Income Trust,Financial,Closed-End Fund - Debt,USA,50439,12.14,0.248
MHK,"Mohawk Industries, Inc.",Consumer Goods,Home Furnishings & Fixtures,USA,715829,148.45,0.46799999999999997
MHLD,"Maiden Holdings, Ltd.",Financial,Property & Casualty Insurance,Bermuda,490078,0.72,0.218
MHN,"BlackRock MuniHoldings New York Quality Fund, Inc.",Financial,Closed-End Fund - Debt,USA,90617,13.12,-0.457
MHO,"M/I Homes, Inc.",Industrial Goods,Residential Construction,USA,197350,28.64,0.223
MIC,Macquarie Infrastructure Corporation,Services,"Air Services, Other",USA,441969,40.56,-0.257
MICR,"Micron Solutions, Inc.",Healthcare,Medical Appliances & Equipment,USA,2602,2.6,0.145
MICT,"MICT, Inc.",Industrial Goods,Aerospace/Defense - Major Diversified,USA,26282,0.93,-0.5820000000000001
MIDD,The Middleby Corporation,Industrial Goods,Diversified Machinery,USA,243733,133.49,-0.027999999999999997
MIDU,Direxion Daily Mid Cap Bull 3X Shares,Financial,Exchange Traded Fund,USA,348014,42.86,0.046
MIDZ,Direxion Daily Mid Cap Bear 3X Shares,Financial,Exchange Traded Fund,USA,6048,10.5,0.11800000000000001
MIE,"Cohen & Steers MLP Income and Energy Opportunity Fund, Inc.",Financial,Exchange Traded Fund,USA,55226,9.38,-0.203
MIK,"The Michaels Companies, Inc.",Services,"Specialty Retail, Other",USA,1555571,8.84,0.9109999999999999
MILN,Global X Millennials Thematic ETF,Financial,Exchange Traded Fund,USA,101037,25.14,-0.013000000000000001
MIME,Mimecast Limited,Technology,Application Software,United Kingdom,441717,47.29,-0.139
MIN,MFS Intermediate Income Trust,Financial,Closed-End Fund - Debt,USA,132386,3.83,0.522
MINC,AdvisorShares Newfleet Multi-Sector Income ETF,Financial,Exchange Traded Fund,USA,8920,48.47,0.07400000000000001
MIND,"Mitcham Industries, Inc.",Technology,Scientific & Technical Instruments,USA,4981,4.0,-0.639
MINDP,"Mitcham Industries, Inc.",Technology,Scientific & Technical Instruments,USA,3240,24.5,-0.14
MINI,"Mobile Mini, Inc.",Consumer Goods,Packaging & Containers,USA,288171,30.32,0.5589999999999999
MINT,PIMCO Enhanced Short Maturity Active Exchange-Traded Fund,Financial,Exchange Traded Fund,USA,1236119,101.66,-0.436
MIST,Milestone Pharmaceuticals Inc.,Healthcare,Biotechnology,Canada,14125,24.0,-0.021
MITK,"Mitek Systems, Inc.",Technology,Application Software,USA,270990,9.43,0.8740000000000001
MITO,Stealth BioTherapeutics Corp,Healthcare,Biotechnology,USA,25606,13.3,0.45899999999999996
MITT,"AG Mortgage Investment Trust, Inc.",Financial,REIT - Diversified,USA,255135,16.1,0.08199999999999999
MIXT,MiX Telematics Limited,Technology,Technical & System Software,South Africa,100974,15.86,0.574
MIY,"BlackRock MuniYield Michigan Quality Fund, Inc.",Financial,Closed-End Fund - Debt,USA,48546,13.72,0.133
MJ,ETFMG Alternative Harvest ETF,Financial,Exchange Traded Fund,USA,368054,32.53,0.022000000000000002
MJCO,Majesco,Technology,Application Software,USA,9232,8.24,-0.569
MKC,"McCormick & Company, Incorporated",Consumer Goods,Processed & Packaged Goods,USA,690100,155.97,-0.44299999999999995
MKC-V,"McCormick & Company, Incorporated",Consumer Goods,Processed & Packaged Goods,USA,334,155.59,0.17600000000000002
MKGI,"Monaker Group, Inc.",Services,Marketing Services,USA,7676,3.15,-0.325
MKL,Markel Corporation,Financial,Property & Casualty Insurance,USA,28381,1095.88,-0.21899999999999997
MKSI,"MKS Instruments, Inc.",Technology,Scientific & Technical Instruments,USA,500999,76.16,-0.341
MKTX,MarketAxess Holdings Inc.,Financial,Investment Brokerage - National,USA,388814,331.36,0.168
MLAB,"Mesa Laboratories, Inc.",Technology,Scientific & Technical Instruments,USA,98889,225.56,0.386
MLCO,Melco Resorts & Entertainment Limited,Services,Resorts & Casinos,Hong Kong,1999119,21.64,0.162
MLHR,"Herman Miller, Inc.",Consumer Goods,Business Equipment,USA,346380,38.12,-0.214
MLI,"Mueller Industries, Inc.",Industrial Goods,Metal Fabrication,USA,172114,29.02,-0.55
MLM,"Martin Marietta Materials, Inc.",Industrial Goods,General Building Materials,USA,469579,224.01,-0.8109999999999999
MLN,VanEck Vectors AMT-Free Long Municipal Index ETF,Financial,Exchange Traded Fund,USA,18589,20.73,-0.07
MLND,"Millendo Therapeutics, Inc.",Healthcare,Biotechnology,USA,98164,11.59,0.027999999999999997
MLNT,"Melinta Therapeutics, Inc.",Healthcare,Biotechnology,USA,19158188,5.28,-0.006999999999999999
MLNX,"Mellanox Technologies, Ltd.",Technology,Semiconductor - Broad Line,Israel,375122,112.91,-0.43
MLP,"Maui Land & Pineapple Company, Inc.",Financial,Real Estate Development,USA,9007,10.07,-0.501
MLPA,Global X MLP ETF,Financial,Exchange Traded Fund,USA,479990,8.71,-0.17
MLPB,UBS ETRACS Alerian MLP Infrastructure Index ETN Series B,Financial,Exchange Traded Fund,USA,1,22.12,-0.48100000000000004
MLPG,UBS ETRACS Alerian Natural Gas MLP Index ETN,Financial,Exchange Traded Fund,USA,301,21.77,-0.162
MLPI,UBS ETRACS Alerian MLP Infrastructure Index ETN,Financial,Exchange Traded Fund,USA,282772,22.11,-0.191
MLPQ,UBS ETRACS 2xMonthly Leveraged Alerian MLP Infrastructure Index ETN SeriesB,Financial,Exchange Traded Fund,USA,47192,27.99,0.064
MLPX,Global X MLP & Energy Infrastructure ETF,Financial,Exchange Traded Fund,USA,268203,12.87,-0.213
MLPY,Morgan Stanley Cushing MLP High Income Index ETN,Financial,Exchange Traded Fund,USA,3007,5.95,0.243
MLPZ,UBS ETRACS 2xMonthly Leveraged S&P MLP Index ETN Series B,Financial,Exchange Traded Fund,USA,100,32.24,-0.8959999999999999
MLQD,iShares 5-10 Year Investment Grade Corporate Bond ETF,Financial,Exchange Traded Fund,USA,2092,51.09,0.27899999999999997
MLR,"Miller Industries, Inc.",Consumer Goods,Auto Parts,USA,29917,29.66,0.258
MLSS,Milestone Scientific Inc.,Healthcare,Medical Instruments & Supplies,USA,58675,0.34,0.49
MLTI,Credit Suisse X-Links Multi-Asset High Income ETN,Financial,Exchange Traded Fund,USA,181,27.42,-0.32299999999999995
MLVF,"Malvern Bancorp, Inc.",Financial,Savings & Loans,USA,1635,20.83,-0.135
MMAC,"MMA Capital Holdings, Inc.",Financial,Mortgage Investment,USA,25778,34.29,0.021
MMC,"Marsh & McLennan Companies, Inc.",Financial,Insurance Brokers,USA,2903933,97.47,0.052000000000000005
MMD,MainStay MacKay DefinedTerm Municipal Opportunities Fund,Financial,Closed-End Fund - Debt,USA,75308,20.58,-0.166
MMDM,Modern Media Acquisition Corp.,Conglomerates,Conglomerates,USA,59751,11.25,-0.145
MMI,"Marcus & Millichap, Inc.",Financial,Real Estate Development,USA,160749,30.7,0.49
MMIN,IQ MacKay Shields Municipal Insured ETF,Financial,Exchange Traded Fund,USA,35872,26.01,-0.733
MMIT,IQ MacKay Shields Municipal Intermediate ETF,Financial,Exchange Traded Fund,USA,0,25.96,-0.132
MMLP,Martin Midstream Partners L.P.,Basic Materials,Oil & Gas Pipelines,USA,91085,6.68,-0.185
MMM,3M Company,Industrial Goods,Diversified Machinery,USA,3047818,173.94,0.326
MMP,"Magellan Midstream Partners, L.P.",Basic Materials,Oil & Gas Pipelines,USA,689638,61.87,-0.542
MMS,"MAXIMUS, Inc.",Services,Business Services,USA,251910,76.37,0.366
MMSI,"Merit Medical Systems, Inc.",Healthcare,Medical Instruments & Supplies,USA,541288,60.92,-0.136
MMT,MFS Multimarket Income Trust,Financial,Closed-End Fund - Debt,USA,69792,5.79,0.575
MMTM,SPDR S&P 1500 Momentum Tilt ETF,Financial,Exchange Traded Fund,USA,271,129.68,0.122
MMU,Western Asset Managed Municipals Fund Inc.,Financial,Closed-End Fund - Debt,USA,73893,13.68,0.43700000000000006
MMYT,MakeMyTrip Limited,Services,General Entertainment,India,161087,26.25,-0.429
MN,"Manning & Napier, Inc.",Financial,Asset Management,USA,23404,1.82,0.032
MNA,IQ Merger Arbitrage ETF,Financial,Exchange Traded Fund,USA,52996,31.72,0.13
MNCL,Monocle Acquisition Corporation,Conglomerates,Conglomerates,USA,7,9.95,0.74
MNCLU,Monocle Acquisition Corporation,Conglomerates,Conglomerates,USA,0,10.28,0.221
MNDO,MIND C.T.I. Ltd,Technology,Information Technology Services,Israel,12450,2.17,-0.311
MNE,"BlackRock Muni New York Intermediate Duration Fund, Inc.",Financial,Closed-End Fund - Debt,USA,66843,14.5,-0.008
MNI,The McClatchy Company,Services,Publishing - Newspapers,USA,2113,2.94,-0.39299999999999996
MNK,Mallinckrodt plc,Healthcare,Drugs - Generic,United Kingdom,1359032,9.58,-0.527
MNKD,MannKind Corporation,Healthcare,Biotechnology,USA,2188083,1.16,-0.7190000000000001
MNLO,Menlo Therapeutics Inc.,Healthcare,Biotechnology,USA,32494,6.54,0.17300000000000001
