Ticker,Company,Sector,Industry,Country,Volume,Price,stak score
KRNY,Kearny Financial Corp.,Financial,Savings & Loans,USA,254182,13.25,-0.047
KRO,"Kronos Worldwide, Inc.",Basic Materials,Specialty Chemicals,USA,317472,14.5,0.26899999999999996
KRP,"Kimbell Royalty Partners, LP",Basic Materials,Oil & Gas Drilling & Exploration,USA,130997,15.71,0.508
KRYS,"Krystal Biotech, Inc.",Healthcare,Biotechnology,USA,88235,28.92,0.10400000000000001
KSA,iShares MSCI Saudi Arabia ETF,Financial,Exchange Traded Fund,USA,1393274,33.66,0.465
KSM,DWS Strategic Municipal Income Trust,Financial,Closed-End Fund - Debt,USA,10394,11.75,-0.527
KSS,Kohl's Corporation,Services,Department Stores,USA,4021177,46.88,0.272
KSU,Kansas City Southern,Services,Railroads,USA,796374,118.04,0.094
KT,KT Corporation,Technology,Telecom Services - Foreign,South Korea,737905,12.33,0.055
KTCC,Key Tronic Corporation,Technology,Computer Peripherals,USA,1542,5.02,0.105
KTF,DWS Municipal Income Trust,Financial,Closed-End Fund - Debt,USA,87749,11.22,-0.057
KTOS,"Kratos Defense & Security Solutions, Inc.",Services,Security & Protection Services,USA,1807395,22.78,-0.469
KTOV,Kitov Pharma Ltd,Healthcare,Biotechnology,Israel,41248,0.86,0.589
KURA,"Kura Oncology, Inc.",Healthcare,Biotechnology,USA,675704,18.94,0.408
KURE,KraneShares MSCI All China Health Care Index ETF,Financial,Exchange Traded Fund,USA,8134,20.18,-0.718
KVHI,"KVH Industries, Inc.",Technology,Communication Equipment,USA,19594,10.13,-0.48700000000000004
KW,"Kennedy-Wilson Holdings, Inc.",Financial,Property Management,USA,290595,21.08,-0.37
KWEB,KraneShares CSI China Internet ETF,Financial,Exchange Traded Fund,USA,3555647,43.8,0.363
KWR,Quaker Chemical Corporation,Basic Materials,Specialty Chemicals,USA,138055,207.81,0.013000000000000001
KXI,iShares Global Consumer Staples ETF,Financial,Exchange Traded Fund,USA,26284,53.24,-0.65
KXIN,Kaixin Auto Holdings,Conglomerates,Conglomerates,China,70745,2.2,0.386
KYN,Kayne Anderson MLP/Midstream Investment Company,Financial,Closed-End Fund - Equity,USA,351498,15.21,0.35
KZIA,Kazia Therapeutics Limited,Healthcare,Biotechnology,Australia,13515,2.41,0.048
KZR,"Kezar Life Sciences, Inc.",Healthcare,Biotechnology,USA,71186,8.14,0.631
L,Loews Corporation,Financial,Property & Casualty Insurance,USA,1254186,54.06,0.34600000000000003
LABD,Direxion Daily S&P Biotech Bear 3X Shares,Financial,Exchange Traded Fund,USA,2525633,18.86,0.065
LABL,Multi-Color Corporation,Services,Business Services,USA,117642,49.99,0.19699999999999998
LABU,Direxion Daily S&P Biotech Bull 3X Shares,Financial,Exchange Traded Fund,USA,2227372,49.09,0.616
LAC,Lithium Americas Corp.,Basic Materials,Industrial Metals & Minerals,Canada,75833,3.89,-0.275
LACQ,Leisure Acquisition Corp.,Conglomerates,Conglomerates,USA,10,10.17,0.799
LAD,"Lithia Motors, Inc.",Services,Auto Dealerships,USA,239389,120.57,-0.272
LADR,Ladder Capital Corp,Financial,REIT - Diversified,USA,953840,16.8,-0.461
LAIX,LAIX Inc.,Services,Education & Training Services,China,1506,10.0,0.349
LAKE,"Lakeland Industries, Inc.",Healthcare,Medical Instruments & Supplies,USA,4976,11.61,-0.324
LAMR,Lamar Advertising Company (REIT),Financial,REIT - Diversified,USA,307864,84.37,0.311
LANC,Lancaster Colony Corporation,Consumer Goods,Food - Major Diversified,USA,85353,147.98,0.5329999999999999
LAND,Gladstone Land Corporation,Financial,REIT - Diversified,USA,1548461,11.52,0.049
LANDP,Gladstone Land Corporation,Financial,REIT - Industrial,USA,0,26.08,-0.524
LARK,"Landmark Bancorp, Inc.",Financial,Regional - Southwest  Banks,USA,3113,23.26,0.32799999999999996
LASR,"nLIGHT, Inc.",Technology,Semiconductor - Broad Line,USA,757845,19.22,0.491
LAUR,"Laureate Education, Inc.",Services,Education & Training Services,USA,1078581,15.52,0.509
LAWS,"Lawson Products, Inc.",Services,Industrial Equipment Wholesale,USA,21603,35.18,-0.258
LAZ,Lazard Ltd,Financial,Asset Management,Bermuda,918229,34.9,0.474
LAZY,"Lazydays Holdings, Inc.",Services,Auto Dealerships,USA,8724,4.73,-0.098
LB,"L Brands, Inc.",Services,Apparel Stores,USA,5301036,23.92,-0.521
LBAI,"Lakeland Bancorp, Inc.",Financial,Regional - Northeast Banks,USA,73875,15.51,-0.597
LBDC,UBS ETRACS 2xLeveraged Long ETRACS Wells Fargo Business Development Company Index ETN Series B,Financial,Exchange Traded Fund,USA,100,14.34,0.109
LBJ,Direxion Daily Latin America Bull 3X Shares,Financial,Exchange Traded Fund,USA,97780,24.25,0.507
LBRDA,Liberty Broadband Corporation,Services,CATV Systems,USA,236063,102.38,0.07400000000000001
LBRDK,Liberty Broadband Corporation,Services,Broadcasting - TV,USA,499218,103.79,-0.643
LBRT,Liberty Oilfield Services Inc.,Basic Materials,Oil & Gas Equipment & Services,USA,677635,15.05,-0.83
LBTYA,Liberty Global Plc,Services,CATV Systems,United Kingdom,1234483,27.61,0.455
LBTYB,Liberty Global Plc,Services,CATV Systems,United Kingdom,3,27.39,-0.696
LBTYK,Liberty Global Plc,Services,CATV Systems,United Kingdom,1631668,26.88,0.26
LBY,Libbey Inc.,Consumer Goods,Home Furnishings & Fixtures,USA,55183,1.71,-0.147
LC,LendingClub Corporation,Financial,Credit Services,USA,1139399,2.99,0.17300000000000001
LCA,WAITR HLDGS INC,Conglomerates,Conglomerates,USA,0,9.8,-0.41700000000000004
LCAHU,"Landcadia Holdings II, Inc.",Conglomerates,Conglomerates,USA,807872,10.04,-0.136
LCI,"Lannett Company, Inc.",Healthcare,Drugs - Generic,USA,744038,5.7,0.193
LCII,LCI Industries,Consumer Goods,Recreational Vehicles,USA,131210,91.34,-0.71
LCNB,LCNB Corp.,Financial,Regional - Mid-Atlantic Banks,USA,35481,17.81,0.506
LCUT,"Lifetime Brands, Inc.",Consumer Goods,Housewares & Accessories,USA,19583,9.38,-0.506
LDL,"Lydall, Inc.",Consumer Goods,Auto Parts,USA,97355,19.99,0.033
LDOS,"Leidos Holdings, Inc.",Technology,Information Technology Services,USA,877007,79.66,0.051
LDP,"Cohen & Steers Limited Duration Preferred and Income Fund, Inc.",Financial,Closed-End Fund - Debt,USA,78068,24.63,-0.527
LDRI,Invesco LadderRite 0-5 Year Corporate Bond ETF,Financial,Exchange Traded Fund,USA,13135,25.21,0.317
LDRS,Innovator IBD ETF Leaders ETF,Financial,Exchange Traded Fund,USA,5621,21.38,0.149
LDSF,First Trust Low Duration Strategic Focus ETF,Financial,Exchange Traded Fund,USA,9556,20.5,0.009000000000000001
LDUR,PIMCO Enhanced Low Duration Active Exchange-Traded Fund,Financial,Exchange Traded Fund,USA,53944,100.16,0.297
LE,"Lands' End, Inc.",Services,Catalog & Mail Order Houses,USA,119508,12.64,-0.782
LEA,Lear Corporation,Consumer Goods,Auto Parts,USA,501616,137.61,-0.22899999999999998
LEAD,Reality Shares Divcon Leaders Dividend ETF,Financial,Exchange Traded Fund,USA,462,35.05,-0.28300000000000003
LEAF,Leaf Group Ltd.,Technology,Internet Information Providers,USA,25892,6.89,0.063
LECO,"Lincoln Electric Holdings, Inc.",Industrial Goods,Small Tools & Accessories,USA,383187,81.35,0.312
LEDS,SemiLEDs Corporation,Technology,Semiconductor- Memory Chips,Taiwan,29439,3.13,0.27899999999999997
LEE,"Lee Enterprises, Incorporated",Services,Publishing - Newspapers,USA,300143,2.18,-0.473
LEG,"Leggett & Platt, Incorporated",Consumer Goods,Home Furnishings & Fixtures,USA,782394,38.33,-0.534
LEGH,Legacy Housing Corporation,Industrial Goods,Residential Construction,USA,30872,13.14,0.19399999999999998
LEGR,First Trust Indxx Innovative Transaction & Process ETF,Financial,Exchange Traded Fund,USA,3053,29.97,0.221
LEJU,Leju Holdings Limited,Financial,Property Management,China,5504,1.29,0.316
LEMB,iShares J.P. Morgan EM Local Currency Bond ETF,Financial,Exchange Traded Fund,USA,168150,45.99,-0.121
LEN,Lennar Corporation,Industrial Goods,Residential Construction,USA,2405394,52.73,-0.726
LEN-B,Lennar Corporation,Industrial Goods,Residential Construction,USA,44348,42.25,-0.426
LEO,"BNY Mellon Strategic Municipals, Inc.",Financial,Closed-End Fund - Debt,USA,94415,8.15,0.564
LEU,Centrus Energy Corp.,Basic Materials,Industrial Metals & Minerals,USA,2264,3.1,-0.354
LEVI,Levi Strauss & Co.,Consumer Goods,Textile - Apparel Clothing,USA,1181526,21.78,0.41600000000000004
LEXEA,"Liberty Expedia Holdings, Inc.",Technology,Internet Information Providers,USA,303150,46.46,0.465
LEXEB,"Liberty Expedia Holdings, Inc.",Technology,Internet Information Providers,USA,0,45.65,-0.147
LFAC,LF Capital Acquisition Corp.,Conglomerates,Conglomerates,USA,102626,10.15,0.095
LFACU,LF Capital Acquisition Corp.,Conglomerates,Conglomerates,USA,0,10.38,-0.815
LFC,China Life Insurance Company Limited,Financial,Life Insurance,China,287676,12.45,-0.155
LFEQ,VanEck Vectors NDR CMG Long/Flat Allocation ETF,Financial,Exchange Traded Fund,USA,8768,27.75,-0.326
LFUS,"Littelfuse, Inc.",Services,Electronics Wholesale,USA,131681,179.82,0.037000000000000005
LFVN,LifeVantage Corporation,Consumer Goods,Personal Products,USA,45184,11.7,-0.047
LGC,Legacy Acquisition Corp.,Conglomerates,Conglomerates,USA,940,10.1,-0.61
LGCY,Legacy Reserves Inc.,Basic Materials,Independent Oil & Gas,USA,42957996,0.05,0.051
LGF-A,Lions Gate Entertainment Corp.,Services,Entertainment - Diversified,USA,927067,12.03,0.256
LGF-B,Lions Gate Entertainment Corp.,Services,Entertainment - Diversified,USA,1198220,11.26,-0.139
LGI,"Lazard Global Total Return and Income Fund, Inc.",Financial,Closed-End Fund - Foreign,USA,9134,16.11,0.486
LGIH,"LGI Homes, Inc.",Financial,Real Estate Development,USA,212155,73.55,-0.165
LGL,"The LGL Group, Inc.",Industrial Goods,Industrial Electrical Equipment,USA,1721,8.0,0.08
LGLV,SPDR SSGA US Large Cap Low Volatility Index ETF,Financial,Exchange Traded Fund,USA,104783,109.0,0.365
LGND,Ligand Pharmaceuticals Incorporated,Healthcare,Biotechnology,USA,315035,112.29,0.309
LGOV,First Trust Long Duration Opportunities ETF,Financial,Exchange Traded Fund,USA,0,27.17,0.7140000000000001
LH,Laboratory Corporation of America Holdings,Healthcare,Medical Laboratories & Research,USA,550818,167.99,-0.617
LHC,Leo Holdings Corp.,Conglomerates,Conglomerates,United Kingdom,1155,10.26,0.563
LHCG,"LHC Group, Inc.",Healthcare,Home Health Care,USA,318673,114.22,0.321
LIFE,"aTyr Pharma, Inc.",Healthcare,Biotechnology,USA,322970,0.38,-0.018000000000000002
LII,Lennox International Inc.,Industrial Goods,Diversified Machinery,USA,324223,272.15,0.327
LILA,Liberty Latin America Ltd.,Services,CATV Systems,USA,117762,18.87,-0.374
LILAK,Liberty Latin America Ltd.,Services,CATV Systems,USA,261110,18.95,0.52
LIN,Linde plc,Basic Materials,Specialty Chemicals,United Kingdom,1689546,202.34,0.638
LINC,Lincoln Educational Services Corporation,Services,Education & Training Services,USA,70112,2.48,-0.132
LIND,"Lindblad Expeditions Holdings, Inc.",Consumer Goods,"Recreational Goods, Other",USA,112008,17.52,-0.62
LINK,"Interlink Electronics, Inc.",Technology,Diversified Electronics,USA,16,1.86,0.517
LION,Fidelity Southern Corporation,Financial,Regional - Mid-Atlantic Banks,USA,52492,30.38,0.14400000000000002
LIQT,"LiqTech International, Inc.",Industrial Goods,Pollution & Treatment Controls,Denmark,82293,9.39,-0.086
LIT,Global X Lithium & Battery Tech ETF,Financial,Exchange Traded Fund,USA,217537,26.12,0.513
LITB,"LightInTheBox Holding Co., Ltd.",Services,Catalog & Mail Order Houses,China,162144,1.49,0.142
LITE,Lumentum Holdings Inc.,Technology,Communication Equipment,USA,981224,49.59,-0.054000000000000006
LIVE,Live Ventures Incorporated,Technology,Internet Information Providers,USA,5489,7.09,0.504
LIVN,LivaNova PLC,Healthcare,Medical Appliances & Equipment,United Kingdom,351654,75.93,-0.124
LIVX,"LiveXLive Media, Inc.",Services,Entertainment - Diversified,USA,23450,3.87,-0.544
LJPC,La Jolla Pharmaceutical Company,Healthcare,Biotechnology,USA,692265,8.93,0.035
LK,Luckin Coffee Inc.,Services,Restaurants,China,3647975,19.79,0.38799999999999996
LKCO,Luokung Technology Corp.,Technology,Application Software,China,1849,6.0,-0.47200000000000003
LKFN,Lakeland Financial Corporation,Financial,Regional - Midwest Banks,USA,54241,45.73,0.001
LKOR,FlexShares Credit-Scored US Long Corporate Bond Index Fund,Financial,Exchange Traded Fund,USA,54,55.14,-0.326
LKQ,LKQ Corporation,Consumer Goods,Auto Parts,USA,1717530,26.67,0.85
LKSD,"LSC Communications, Inc.",Services,Business Services,USA,628359,5.83,-0.306
LL,"Lumber Liquidators Holdings, Inc.",Services,Home Improvement Stores,USA,915954,10.7,-0.43799999999999994
LLEX,"Lilis Energy, Inc.",Basic Materials,Independent Oil & Gas,USA,599838,0.62,-0.452
LLIT,Lianluo Smart Limited,Healthcare,Medical Appliances & Equipment,China,23,1.45,-0.17300000000000001
LLL,"L3 Technologies, Inc.",Industrial Goods,Aerospace/Defense Products & Services,USA,757396,258.8,-0.42200000000000004
LLNW,"Limelight Networks, Inc.",Technology,Internet Information Providers,USA,330523,2.84,0.316
LLQD,iShares 10+ Year Investment Grade Corporate Bond ETF,Financial,Exchange Traded Fund,USA,6629,51.58,-0.18
LLY,Eli Lilly and Company,Healthcare,Drug Manufacturers - Major,USA,2799124,115.56,0.09
LM,"Legg Mason, Inc.",Financial,Asset Management,USA,774783,37.25,0.006
LMAT,"LeMaitre Vascular, Inc.",Healthcare,Medical Instruments & Supplies,USA,52897,27.74,0.163
LMB,"Limbach Holdings, Inc.",Industrial Goods,Heavy Construction,USA,79470,8.17,0.8170000000000001
LMBS,First Trust Low Duration Opportunities ETF,Financial,Exchange Traded Fund,USA,590638,51.62,-0.09699999999999999
LMFA,"LM Funding America, Inc.",Financial,Credit Services,USA,13052,1.26,-0.45399999999999996
LMHA,"Legg Mason, Inc.",Financial,Exchange Traded Fund,USA,21273,26.59,0.111
LMHB,"Legg Mason, Inc. JR SUB NT 56",Financial,Exchange Traded Fund,USA,99447,24.74,0.14
LMLP,UBS ETRACS Monthly Pay 2xLeveraged Wells Fargo MLP Ex-Energy ETN,Financial,Exchange Traded Fund,Canada,6692,15.95,0.5660000000000001
LMNR,Limoneira Company,Consumer Goods,Farm Products,USA,50941,19.77,0.389
LMNX,Luminex Corporation,Healthcare,Medical Instruments & Supplies,USA,153713,21.16,0.256
LMRK,Landmark Infrastructure Partners LP,Financial,Property Management,USA,115403,15.86,0.2
LMRKN,Landmark Infrastructure Partners LP,Financial,Property Management,USA,843,25.1,0.025
LMRKO,Landmark Infrastructure Partners LP,Financial,Property Management,USA,7620,25.16,-0.47100000000000003
LMRKP,Landmark Infrastructure Partners LP,Financial,Property Management,USA,2323,25.45,0.43799999999999994
LMT,Lockheed Martin Corporation,Industrial Goods,Aerospace/Defense Products & Services,USA,1048560,362.8,0.6809999999999999
LN,LINE Corporation,Technology,Application Software,Japan,74298,28.23,0.23800000000000002
LNC,Lincoln National Corporation,Financial,Life Insurance,USA,1260468,63.93,-0.039
LND,BrasilAgro - Companhia Brasileira de Propriedades Agricolas,Financial,Property Management,Brazil,1192,4.13,-0.7709999999999999
LNDC,Landec Corporation,Consumer Goods,Farm Products,USA,117428,9.67,-0.23
LNG,"Cheniere Energy, Inc.",Basic Materials,Oil & Gas Pipelines,USA,1753140,68.21,-0.304
LNGR,Global X Longevity Thematic ETF,Financial,Exchange Traded Fund,USA,5104,21.79,-0.9440000000000001
LNN,Lindsay Corporation,Industrial Goods,Farm & Construction Machinery,USA,130448,80.61,-0.171
LNT,Alliant Energy Corporation,Utilities,Electric Utilities,USA,984071,49.98,-0.077
LNTH,"Lantheus Holdings, Inc.",Healthcare,Medical Appliances & Equipment,USA,742652,28.03,0.079
LOAC,Longevity Acquisition Corporation,Conglomerates,Conglomerates,China,75001,10.1,-0.016
LOACU,Longevity Acquisition Corporation,Conglomerates,Conglomerates,China,0,10.32,-0.12300000000000001
LOAN,"Manhattan Bridge Capital, Inc.",Financial,Credit Services,USA,15201,6.2,-0.21899999999999997
LOB,"Live Oak Bancshares, Inc.",Financial,Savings & Loans,USA,94528,17.1,-0.733
LOCO,"El Pollo Loco Holdings, Inc.",Services,Restaurants,USA,632619,11.0,0.16399999999999998
LODE,Comstock Mining Inc.,Basic Materials,Gold,USA,2632679,0.19,-0.018000000000000002
LOGC,"LogicBio Therapeutics, Inc.",Healthcare,Biotechnology,USA,6970,14.72,0.451
LOGI,Logitech International S.A.,Technology,Computer Peripherals,Switzerland,224205,39.6,0.444
LOGM,"LogMeIn, Inc.",Technology,Application Software,USA,526297,72.57,-0.11699999999999999
LOMA,Loma Negra Compania Industrial Argentina Sociedad Anonima,Industrial Goods,General Building Materials,Argentina,395425,11.29,-0.327
LONE,Lonestar Resources US Inc.,Basic Materials,Independent Oil & Gas,USA,163262,2.87,0.496
LOOP,"Loop Industries, Inc.",Financial,Property Management,USA,92417,9.35,-0.9059999999999999
LOPE,"Grand Canyon Education, Inc.",Services,Education & Training Services,USA,287749,122.23,-0.515
LOR,Lazard World Dividend & Income Fund Inc.,Financial,Closed-End Fund - Foreign,USA,5528,9.89,0.10099999999999999
LORL,Loral Space & Communications Inc.,Technology,Communication Equipment,USA,21763,34.76,0.435
LOUP,Innovator Loup Frontier Tech ETF,Financial,Exchange Traded Fund,USA,1041,23.87,-0.32
LOV,Spark Networks SE,Technology,Internet Service Providers,USA,30180,11.45,-0.268
LOVE,The Lovesac Company,Consumer Goods,Home Furnishings & Fixtures,USA,148371,30.6,0.152
LOW,"Lowe's Companies, Inc.",Services,Home Improvement Stores,USA,5355308,101.44,-0.28300000000000003
LOWC,SPDR MSCI ACWI Low Carbon Target ETF,Financial,Exchange Traded Fund,USA,119,92.05,0.7070000000000001
LPCN,Lipocine Inc.,Healthcare,Drugs - Generic,USA,52414,1.79,0.084
LPG,Dorian LPG Ltd.,Services,Shipping,USA,419561,8.98,-0.18600000000000003
LPI,"Laredo Petroleum, Inc.",Basic Materials,Independent Oil & Gas,USA,8916302,2.75,0.085
LPL,"LG Display Co., Ltd.",Technology,Diversified Electronics,South Korea,545080,7.79,0.184
LPLA,LPL Financial Holdings Inc.,Financial,Investment Brokerage - National,USA,997660,81.6,-0.615
LPSN,"LivePerson, Inc.",Technology,Business Software & Services,USA,608293,28.27,0.155
LPT,Liberty Property Trust,Financial,REIT - Office,USA,599206,51.16,-0.65
LPTH,"LightPath Technologies, Inc.",Industrial Goods,Industrial Electrical Equipment,USA,161785,0.92,0.7340000000000001
LPTX,"Leap Therapeutics, Inc.",Healthcare,Biotechnology,USA,293327,1.69,0.128
LPX,Louisiana-Pacific Corporation,Services,Building Materials Wholesale,USA,2178312,25.44,-0.504
LQD,iShares iBoxx $ Investment Grade Corporate Bond ETF,Financial,Exchange Traded Fund,USA,24907474,124.09,-0.5760000000000001
LQDA,"Liquidia Technologies, Inc.",Healthcare,Biotechnology,USA,34951,8.67,0.6940000000000001
LQDH,iShares Interest Rate Hedged Corporate Bond ETF,Financial,Exchange Traded Fund,USA,4833,93.79,0.275
LQDI,iShares Inflation Hedged Corporate Bond ETF,Financial,Exchange Traded Fund,USA,8,25.78,0.004
LQDT,"Liquidity Services, Inc.",Services,Catalog & Mail Order Houses,USA,58360,6.11,-0.5820000000000001
LRAD,LRAD Corporation,Technology,Scientific & Technical Instruments,USA,35104,3.23,0.201
LRCX,Lam Research Corporation,Technology,Semiconductor Equipment & Materials,USA,1126805,183.96,-0.004
LRET,UBS ETRACS Monthly Pay 2xLeveraged MSCI US REIT Index ETN,Financial,Exchange Traded Fund,USA,5214,28.25,-0.188
LRGE,ClearBridge Large Cap Growth ESG ETF,Financial,Exchange Traded Fund,USA,20800,35.07,0.059000000000000004
LRGF,iShares Edge MSCI Multifactor USA ETF,Financial,Exchange Traded Fund,USA,249986,31.71,0.061
LRN,K12 Inc.,Services,Education & Training Services,USA,310712,30.19,-0.284
LSBK,"Lake Shore Bancorp, Inc.",Financial,Savings & Loans,USA,0,15.0,-0.763
LSCC,Lattice Semiconductor Corporation,Technology,Semiconductor - Specialized,USA,1678458,14.94,0.484
LSI,"Life Storage, Inc.",Financial,REIT - Industrial,USA,314335,98.0,0.413
LSST,Natixis Loomis Sayles Short Duration Income ETF,Financial,Exchange Traded Fund,USA,658,25.26,0.036000000000000004
LSTR,"Landstar System, Inc.",Services,Trucking,USA,422194,105.41,-0.33799999999999997
LSXMA,The Liberty SiriusXM Group,Services,Broadcasting - Radio,USA,214900,37.7,0.35200000000000004
LSXMB,The Liberty SiriusXM Group,Services,Broadcasting - Radio,USA,6,37.53,-0.135
LSXMK,The Liberty SiriusXM Group,Services,Broadcasting - Radio,USA,657755,37.94,0.133
LTBR,Lightbridge Corporation,Basic Materials,Synthetics,USA,117100,0.69,0.301
LTC,"LTC Properties, Inc.",Financial,REIT - Healthcare Facilities,USA,235216,47.32,0.812
LTHM,Livent Corporation,Basic Materials,Industrial Metals & Minerals,USA,1618256,6.83,0.313
LTL,ProShares Ultra Telecommunications,Financial,Exchange Traded Fund,USA,132,42.16,-0.016
LTM,LATAM Airlines Group S.A.,Services,Regional Airlines,USA,221402,9.47,0.13699999999999998
LTPZ,PIMCO 15+ Year U.S. TIPS Index Exchange-Traded Fund,Financial,Exchange Traded Fund,USA,21855,70.44,0.318
LTRPA,"Liberty TripAdvisor Holdings, Inc.",Consumer Goods,"Recreational Goods, Other",USA,197661,12.42,-0.523
LTRX,"Lantronix, Inc.",Technology,Communication Equipment,USA,26378,3.22,-0.733
LTS,Ladenburg Thalmann Financial Services Inc.,Financial,Investment Brokerage - National,USA,141443,3.56,-0.21899999999999997
LTSF,Ladenburg Thalmann Financial Services Inc. 7.00% SN NT 28,Financial,Exchange Traded Fund,USA,6659,24.4,-0.121
LTSL,Ladenburg Thalmann Financial Services Inc. 6.50% NT 27,Financial,Exchange Traded Fund,USA,3475,23.71,0.396
LTXB,"LegacyTexas Financial Group, Inc.",Financial,Regional - Southwest Banks,USA,730686,39.88,-0.391
LUB,"Luby's, Inc.",Services,Restaurants,USA,11752,1.15,-0.215
LULU,Lululemon Athletica Inc.,Consumer Goods,Textile - Apparel Clothing,Canada,2359389,186.5,-0.511
LUNA,Luna Innovations Incorporated,Technology,Scientific & Technical Instruments,USA,21696,4.27,0.21899999999999997
LUV,Southwest Airlines Co.,Services,Regional Airlines,USA,3861691,51.52,0.349
LVHB,Innovator Lunt Low Vol/High Beta Tactical ETF,Financial,Exchange Traded Fund,USA,9805,35.8,-0.285
LVHD,Legg Mason Low Volatility High Dividend ETF,Financial,Exchange Traded Fund,USA,63047,32.5,-0.40299999999999997
LVHE,Legg Mason Emerging Markets Low Volatility High Dividend ETF,Financial,Exchange Traded Fund,USA,2816,26.37,-0.634
LVHI,Legg Mason International Low Volatility High Dividend ETF,Financial,Exchange Traded Fund,USA,728,26.37,0.08199999999999999
LVIN,Hartford Multifactor Low Volatility International Equity ETF,Financial,Exchange Traded Fund,USA,300,27.58,-0.311
LVL,Invesco S&P Global Dividend Opportunities Index ETF,Financial,Exchange Traded Fund,USA,8445,11.96,-0.669
LVS,Las Vegas Sands Corp.,Services,Resorts & Casinos,USA,4060585,59.43,0.298
LVUS,Hartford Multifactor Low Volatility US Equity ETF,Financial,Exchange Traded Fund,USA,126,30.41,0.331
LW,"Lamb Weston Holdings, Inc.",Consumer Goods,Food - Major Diversified,USA,1041283,61.34,-0.24600000000000002
LWAY,"Lifeway Foods, Inc.",Consumer Goods,Food - Major Diversified,USA,2149584,3.65,0.754
LX,LexinFintech Holdings Ltd.,Financial,Credit Services,China,827487,11.96,0.836
LXFR,Luxfer Holdings PLC,Industrial Goods,Diversified Machinery,United Kingdom,120317,23.93,0.22399999999999998
LXFT,"Luxoft Holding, Inc.",Technology,Application Software,Switzerland,0,58.99,-0.185
LXP,Lexington Realty Trust,Financial,REIT - Diversified,USA,1157044,9.8,-0.07400000000000001
LXRX,"Lexicon Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,319193,6.0,0.345
LXU,"LSB Industries, Inc.",Basic Materials,Chemicals - Major Diversified,USA,70705,3.39,0.366
LYB,LyondellBasell Industries N.V.,Basic Materials,Specialty Chemicals,Netherlands,3587994,86.59,0.615
LYFT,"Lyft, Inc.",Technology,Application Software,USA,2322032,62.84,-0.426
LYG,Lloyds Banking Group plc,Financial,Foreign Money Center Banks,United Kingdom,2844654,2.93,-0.125
LYL,Dragon Victory International Limited,Financial,Credit Services,China,8864,1.02,0.585
LYTS,LSI Industries Inc.,Industrial Goods,Industrial Electrical Equipment,USA,25738,3.65,-0.267
LYV,"Live Nation Entertainment, Inc.",Services,Entertainment - Diversified,USA,661100,67.22,0.6679999999999999
LZB,La-Z-Boy Incorporated,Consumer Goods,Home Furnishings & Fixtures,USA,1571464,31.14,-0.561
M,"Macy's, Inc.",Services,Department Stores,USA,7370773,21.92,0.12300000000000001
MA,Mastercard Incorporated,Financial,Credit Services,USA,3966719,266.79,-0.19699999999999998
MAA,"Mid-America Apartment Communities, Inc.",Financial,REIT - Residential,USA,713505,119.98,-0.613
MAC,Macerich Company,Financial,REIT - Retail,USA,2800631,34.1,-0.598
MACK,"Merrimack Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,11569,5.59,-0.243
MAG,MAG Silver Corp.,Basic Materials,Silver,USA,786658,11.46,0.10300000000000001
MAGA,Point Bridge GOP Stock Tracker ETF,Financial,Exchange Traded Fund,USA,1553,27.28,0.46799999999999997
MAGS,Magal Security Systems Ltd.,Services,Security & Protection Services,Israel,13103,4.5,-0.203
MAIN,Main Street Capital Corporation,Financial,Diversified Investments,USA,396114,41.04,0.547
MAMS,"MAM Software Group, Inc.",Technology,Business Software & Services,USA,1798,9.7,-0.581
MAN,ManpowerGroup Inc.,Services,Staffing & Outsourcing Services,USA,476387,94.67,-0.079
MANH,"Manhattan Associates, Inc.",Technology,Application Software,USA,397614,69.76,-0.264
MANT,ManTech International Corporation,Technology,Security Software & Services,USA,74746,64.7,-0.82
MANU,Manchester United plc,Services,Sporting Activities,United Kingdom,14262,17.9,0.813
MAR,"Marriott International, Inc.",Services,Lodging,USA,1582731,137.19,0.36700000000000005
MARA,"Marathon Patent Group, Inc.",Services,Business Services,USA,156486,2.22,-0.718
MARK,"Remark Holdings, Inc.",Technology,Internet Information Providers,USA,259247,0.93,-0.489
MARPS,Marine Petroleum Trust,Financial,Diversified Investments,USA,2039,2.22,0.019
MAS,Masco Corporation,Industrial Goods,General Building Materials,USA,3468158,38.66,-0.152
MASI,Masimo Corporation,Healthcare,Medical Instruments & Supplies,USA,469440,147.03,-0.5589999999999999
MAT,"Mattel, Inc.",Consumer Goods,Toys & Games,USA,3555874,11.32,0.384
MATW,Matthews International Corporation,Services,Personal Services,USA,86112,34.86,0.002
MATX,"Matson, Inc.",Services,Shipping,USA,84922,37.68,-0.040999999999999995
MAV,Pioneer Municipal High Income Advantage Trust,Financial,Closed-End Fund - Debt,USA,39546,10.65,-0.061
MAXR,Maxar Technologies Inc.,Technology,Communication Equipment,USA,1165661,7.44,-0.133
MAYS,"J.W. Mays, Inc.",Financial,REIT - Diversified,USA,1726,35.48,0.24
MBB,iShares MBS ETF,Financial,Exchange Traded Fund,USA,475514,107.66,-0.434
MBG,SPDR Bloomberg Barclays Mortgage Backed Bond ETF,Financial,Exchange Traded Fund,USA,60510,26.09,-0.6920000000000001
